index,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,comment_box,verify_relationship,verify_relationship:confidence,orig__golden,chemical_id,chemical_name,disease_id,disease_name,form_sentence,original_job_id,pmid,relation_pair_id,sentence_id,uniq_id,verify_relationship_gold,verify_relationship_gold_reason
1384,770956758,False,finalized,5,8/14/15 22:05,"



",no_relation,1.0,,D010431,"<span class=""chemical"">pentoxifylline</span>",D012772,"<span class=""disease"">endotoxic</span>","The <span class=""chemical"">pentoxifylline</span> analogues may have lower toxicity than <span class=""chemical"">pentoxifylline</span> itself and may therefore be useful in future treatment of diseases induced by <span class=""disease"">endotoxic</span> substances.",,9160101,9160101_D010431_D012772,9160101_8,bcv_sentence_task_befree_831,,
1385,770956759,False,finalized,5,8/14/15 20:47,"



",no_relation,1.0,,D010431,"<span class=""chemical"">pentoxifylline</span>",D004194,"<span class=""disease"">diseases</span>","The <span class=""chemical"">pentoxifylline</span> analogues may have lower toxicity than <span class=""chemical"">pentoxifylline</span> itself and may therefore be useful in future treatment of <span class=""disease"">diseases</span> induced by endotoxic substances.",,9160101,9160101_D010431_D004194,9160101_8,bcv_sentence_task_befree_832,,
1386,770956760,False,finalized,5,8/15/15 1:20,"



",no_relation,0.4218,,D020106,"<span class=""chemical"">acrylamide</span>",D001167,"<span class=""disease"">neuropathy</span>","The increase in the rate of tubulin polymerization by <span class=""chemical"">acrylamide</span> and carbon disulfide treatment may alter the rate of transport of axonal constituents, including neurofilament, and contribute toward their accumulation in the focal swellings observed in this <span class=""disease"">neuropathy</span>.",,9165488,9165488_D020106_D001167,9165488_10,bcv_sentence_task_befree_833,,
1387,770956761,False,finalized,5,8/14/15 20:49,"



",no_relation,0.7961,,D002246,"<span class=""chemical"">carbon disulfide</span>",D001167,"<span class=""disease"">neuropathy</span>","The increase in the rate of tubulin polymerization by acrylamide and <span class=""chemical"">carbon disulfide</span> treatment may alter the rate of transport of axonal constituents, including neurofilament, and contribute toward their accumulation in the focal swellings observed in this <span class=""disease"">neuropathy</span>.",,9165488,9165488_D002246_D001167,9165488_10,bcv_sentence_task_befree_834,,
1388,770956762,False,finalized,5,8/15/15 0:05,"



",no_relation,1.0,,D018967,"<span class=""chemical"">risperidone</span>",D012559,"<span class=""disease"">schizophrenia</span>","Does <span class=""chemical"">risperidone</span> improve verbal working memory in treatment-resistant <span class=""disease"">schizophrenia</span>?",,9167507,9167507_D018967_D012559,9167507_0,bcv_sentence_task_befree_835,,
1389,770956763,False,finalized,5,8/15/15 2:29,"



",no_relation,1.0,,D006220,"<span class=""chemical"">haloperidol</span>",D012559,"<span class=""disease"">schizophrenic</span>","Verbal working memory of 59 treatment-resistant <span class=""disease"">schizophrenic</span> patients was assessed as part of a randomized, double-blind comparison of treatment with risperidone and <span class=""chemical"">haloperidol</span>.",,9167507,9167507_D006220_D012559,9167507_4,bcv_sentence_task_befree_836,,
1390,770956764,False,finalized,5,8/14/15 20:38,"



",no_relation,1.0,,D018967,"<span class=""chemical"">risperidone</span>",D012559,"<span class=""disease"">schizophrenic</span>","Verbal working memory of 59 treatment-resistant <span class=""disease"">schizophrenic</span> patients was assessed as part of a randomized, double-blind comparison of treatment with <span class=""chemical"">risperidone</span> and haloperidol.",,9167507,9167507_D018967_D012559,9167507_4,bcv_sentence_task_befree_837,,
1391,770956765,False,finalized,5,8/15/15 0:04,"



",no_relation,0.8032,,D001590,"<span class=""chemical"">benztropine</span>",D000341,"<span class=""disease"">psychotic symptoms</span>","The treatment effect remained significant after the effects of <span class=""chemical"">benztropine</span> cotreatment, change in <span class=""disease"">psychotic symptoms</span>, and change in negative symptoms were controlled.",,9167507,9167507_D001590_D000341,9167507_7,bcv_sentence_task_befree_838,,
1392,770956766,False,finalized,5,8/14/15 23:54,"



",no_relation,1.0,,D012828,"<span class=""chemical"">silicone</span>",D009216,"<span class=""disease"">myopia</span>","We investigated the efficacy, safety, and stability of correction achieved with a <span class=""chemical"">silicone</span> posterior chamber intraocular lens used to correct high <span class=""disease"">myopia</span> in phakic eyes.",,9183752,9183752_D012828_D009216,9183752_1,bcv_sentence_task_befree_839,,
1393,770956767,False,finalized,5,8/14/15 23:42,"



",no_relation,1.0,,D012828,"<span class=""chemical"">silicone</span>",D009216,"<span class=""disease"">myopia</span>","A <span class=""chemical"">silicone</span> posterior chamber plate-style intraocular lens (Chiron, Adatomed) was implanted in 38 consecutive phakic eyes with high <span class=""disease"">myopia</span> (-7.00 to -28.00 diopters (D) over a period of 21 months.",,9183752,9183752_D012828_D009216,9183752_2,bcv_sentence_task_befree_840,,
1394,770956768,False,finalized,5,8/15/15 0:46,"



",no_relation,1.0,,D000804,"<span class=""chemical"">angiotensin II</span>",D006333,"<span class=""disease"">heart failure</span>","Effects of <span class=""chemical"">angiotensin II</span> receptor blockade on N-terminal proatrial natriuretic factor plasma levels in chronic <span class=""disease"">heart failure</span>.",,9220306,9220306_D000804_D006333,9220306_0,bcv_sentence_task_befree_841,,
1395,770956769,False,finalized,5,8/14/15 23:46,"



",no_relation,1.0,,D000804,"<span class=""chemical"">angiotensin II</span>",D006333,"<span class=""disease"">heart failure</span>","This double-blind, placebo-controlled study investigated whether 12 weeks of treatment with the <span class=""chemical"">angiotensin II</span> receptor blocker losartan influenced N-terminal proANF plasma levels in 129 chronic <span class=""disease"">heart failure</span> patients.",,9220306,9220306_D000804_D006333,9220306_3,bcv_sentence_task_befree_842,,
1396,770956770,False,finalized,5,8/15/15 0:27,"



",no_relation,1.0,,D019808,"<span class=""chemical"">losartan</span>",D006333,"<span class=""disease"">heart failure</span>","This double-blind, placebo-controlled study investigated whether 12 weeks of treatment with the angiotensin II receptor blocker <span class=""chemical"">losartan</span> influenced N-terminal proANF plasma levels in 129 chronic <span class=""disease"">heart failure</span> patients.",,9220306,9220306_D019808_D006333,9220306_3,bcv_sentence_task_befree_843,,
1397,770956771,False,finalized,5,8/14/15 23:50,"



",no_relation,1.0,,D017035,"<span class=""chemical"">pravastatin</span>",D006937,"<span class=""disease"">hypercholesterolemia</span>","Most recently, a positive effect of cholesterol-lowering drugs (<span class=""chemical"">pravastatin</span>, lovastatin) on NPT has been observed in middle-aged males with chronic <span class=""disease"">hypercholesterolemia</span>.",,9226599,9226599_D017035_D006937,9226599_6,bcv_sentence_task_befree_844,,
1398,770956772,False,finalized,5,8/14/15 22:16,"



",no_relation,1.0,,D008148,"<span class=""chemical"">lovastatin</span>",D006937,"<span class=""disease"">hypercholesterolemia</span>","Most recently, a positive effect of cholesterol-lowering drugs (pravastatin, <span class=""chemical"">lovastatin</span>) on NPT has been observed in middle-aged males with chronic <span class=""disease"">hypercholesterolemia</span>.",,9226599,9226599_D008148_D006937,9226599_6,bcv_sentence_task_befree_845,,
1399,770956773,False,finalized,5,8/14/15 22:43,"



",no_relation,1.0,,D002784,"<span class=""chemical"">cholesterol</span>",D006937,"<span class=""disease"">hypercholesterolemia</span>","Most recently, a positive effect of <span class=""chemical"">cholesterol</span>-lowering drugs (pravastatin, lovastatin) on NPT has been observed in middle-aged males with chronic <span class=""disease"">hypercholesterolemia</span>.",,9226599,9226599_D002784_D006937,9226599_6,bcv_sentence_task_befree_846,,
1400,770956774,False,finalized,5,8/15/15 2:18,"



",no_relation,1.0,,D017964,"<span class=""chemical"">Itraconazole</span>",D009062,"<span class=""disease"">oral candidosis</span>","<span class=""chemical"">Itraconazole</span> for treatment of <span class=""disease"">oral candidosis</span> in pediatric cancer patients.",,9240009,9240009_D017964_D009062,9240009_0,bcv_sentence_task_befree_847,,
1401,770956775,False,finalized,5,8/14/15 21:46,"



",no_relation,1.0,,D017964,"<span class=""chemical"">Itraconazole</span>",D009369,"<span class=""disease"">pediatric cancer</span>","<span class=""chemical"">Itraconazole</span> for treatment of oral candidosis in <span class=""disease"">pediatric cancer</span> patients.",,9240009,9240009_D017964_D009369,9240009_0,bcv_sentence_task_befree_848,,
1402,770956776,False,finalized,5,8/14/15 20:46,"



",no_relation,1.0,,D017964,"<span class=""chemical"">itraconazole</span>",D009062,"<span class=""disease"">oral candidosis</span>","The aim of this study is to evaluate the efficacy and side effects of <span class=""chemical"">itraconazole</span> on treatment of <span class=""disease"">oral candidosis</span>.",,9240009,9240009_D017964_D009062,9240009_3,bcv_sentence_task_befree_849,,
1403,770956777,False,finalized,5,8/14/15 20:44,"



",no_relation,1.0,,D017964,"<span class=""chemical"">itraconazole</span>",D009062,"<span class=""disease"">oral candidosis</span>","Fourteen children with malignancy undergoing chemotherapy received <span class=""chemical"">itraconazole</span> 100-200 mg/day for 10 days to treat <span class=""disease"">oral candidosis</span>.",,9240009,9240009_D017964_D009062,9240009_4,bcv_sentence_task_befree_850,,
1404,770956778,False,finalized,5,8/14/15 22:26,"



",no_relation,1.0,,D017964,"<span class=""chemical"">itraconazole</span>",D016609,"<span class=""disease"">malignancy</span>","Fourteen children with <span class=""disease"">malignancy</span> undergoing chemotherapy received <span class=""chemical"">itraconazole</span> 100-200 mg/day for 10 days to treat oral candidosis.",,9240009,9240009_D017964_D016609,9240009_4,bcv_sentence_task_befree_851,,
1405,770956779,False,finalized,5,8/14/15 20:42,"



",no_relation,1.0,,D005363,"<span class=""chemical"">psoralen</span>",D011565,"<span class=""disease"">psoriasis</span>","p53 mutation in squamous cell carcinomas from <span class=""disease"">psoriasis</span> patients treated with <span class=""chemical"">psoralen</span> + UVA (PUVA).",,9242514,9242514_D005363_D011565,9242514_0,bcv_sentence_task_befree_852,,
1406,770956780,False,finalized,5,8/14/15 20:41,"



",no_relation,0.5988,,D005363,"<span class=""chemical"">psoralen</span>",D002294,"<span class=""disease"">squamous cell carcinomas</span>","p53 mutation in <span class=""disease"">squamous cell carcinomas</span> from psoriasis patients treated with <span class=""chemical"">psoralen</span> + UVA (PUVA).",,9242514,9242514_D005363_D002294,9242514_0,bcv_sentence_task_befree_853,,
1407,770956781,False,finalized,5,8/14/15 21:00,"



",yes_direct,1.0,,D011803,"<span class=""chemical"">quinine</span>",D034381,"<span class=""disease"">hearing loss</span>","Reversible <span class=""disease"">hearing loss</span> is a known complication following the administration of <span class=""chemical"">quinine</span>, salicylates and other nonsteroidal anti-inflammatory drugs, and erythromycin.",,9270425,9270425_D011803_D034381,9270425_2,bcv_sentence_task_befree_854,,
1408,770956782,False,finalized,5,8/14/15 20:48,"



",yes_direct,1.0,,D012459,"<span class=""chemical"">salicylates</span>",D034381,"<span class=""disease"">hearing loss</span>","Reversible <span class=""disease"">hearing loss</span> is a known complication following the administration of quinine, <span class=""chemical"">salicylates</span> and other nonsteroidal anti-inflammatory drugs, and erythromycin.",,9270425,9270425_D012459_D034381,9270425_2,bcv_sentence_task_befree_855,,
1409,770956783,False,finalized,5,8/14/15 20:44,"



",yes_direct,1.0,,D004917,"<span class=""chemical"">erythromycin</span>",D034381,"<span class=""disease"">hearing loss</span>","Reversible <span class=""disease"">hearing loss</span> is a known complication following the administration of quinine, salicylates and other nonsteroidal anti-inflammatory drugs, and <span class=""chemical"">erythromycin</span>.",,9270425,9270425_D004917_D034381,9270425_2,bcv_sentence_task_befree_856,,
1410,770956784,False,finalized,5,8/15/15 1:25,"



",no_relation,1.0,,D004298,"<span class=""chemical"">dopamine</span>",D012559,"<span class=""disease"">schizophrenia</span>","Review the role of <span class=""chemical"">dopamine</span> D4 receptors in <span class=""disease"">schizophrenia</span> and antipsychotic action.",,9278187,9278187_D004298_D012559,9278187_0,bcv_sentence_task_befree_857,,
1411,770956785,False,finalized,5,8/14/15 20:49,"



",yes_direct,0.8022,,D004298,"<span class=""chemical"">dopamine</span>",D012559,"<span class=""disease"">schizophrenia</span>","For the past 20 years the most enduring explanation for <span class=""disease"">schizophrenia</span> has been the <span class=""chemical"">dopamine</span> hypothesis, which proposes that the dopaminergic system is overactive in this widespread disease.",,9278187,9278187_D004298_D012559,9278187_1,bcv_sentence_task_befree_858,,
1412,770956786,False,finalized,5,8/14/15 21:23,"



",no_relation,0.6062,,D004298,"<span class=""chemical"">dopamine</span>",D059350,"<span class=""disease"">widespread disease</span>","For the past 20 years the most enduring explanation for schizophrenia has been the <span class=""chemical"">dopamine</span> hypothesis, which proposes that the dopaminergic system is overactive in this <span class=""disease"">widespread disease</span>.",,9278187,9278187_D004298_D059350,9278187_1,bcv_sentence_task_befree_859,,
1413,770956787,False,finalized,5,8/15/15 2:18,"



",no_relation,0.5915,,D004298,"<span class=""chemical"">dopamine</span>",D012559,"<span class=""disease"">schizophrenic</span>","Classically, the D2 receptor formed the core of the <span class=""chemical"">dopamine</span> hypothesis since there was considerable evidence for elevations of D2 receptor levels in the brains of <span class=""disease"">schizophrenic</span> patients, and because these receptors served as the primary target in mediating antipsychotic effects of most neuroleptics.",,9278187,9278187_D004298_D012559,9278187_2,bcv_sentence_task_befree_860,,
1414,770956788,False,finalized,5,8/15/15 0:38,"



",no_relation,0.8075,,D003024,"<span class=""chemical"">clozapine</span>",D012559,"<span class=""disease"">schizophrenia</span>","The existence of these D4 polymorphisms raises the possibility that structural variations of this receptor may be associated with an increased susceptibility to <span class=""disease"">schizophrenia</span>, or observed variations in individual response to <span class=""chemical"">clozapine</span> treatment.",,9278187,9278187_D003024_D012559,9278187_8,bcv_sentence_task_befree_861,,
1415,770956789,False,finalized,5,8/14/15 20:49,"



",no_relation,0.8209,,D003024,"<span class=""chemical"">clozapine</span>",D012559,"<span class=""disease"">schizophrenia</span>","Furthermore, no association was evident between the polymorphic forms of D4 and susceptibility to <span class=""disease"">schizophrenia</span>, or variable <span class=""chemical"">clozapine</span> response.",,9278187,9278187_D003024_D012559,9278187_10,bcv_sentence_task_befree_862,,
1416,770956790,False,finalized,5,8/14/15 23:32,"



",no_relation,1.0,,D004298,"<span class=""chemical"">dopamine</span>",D012559,"<span class=""disease"">schizophrenia</span>","The observations which support the idea that D4 might serve as a target for clozapine have significantly modified and extended our understanding of mechanisms underlying atypical antipsychotic treatment of <span class=""disease"">schizophrenia</span>, as well as the <span class=""chemical"">dopamine</span> hypothesis for <span class=""disease"">schizophrenia</span>.",,9278187,9278187_D004298_D012559,9278187_12,bcv_sentence_task_befree_863,,
1417,770956791,False,finalized,5,8/15/15 2:14,"



",no_relation,1.0,,D003024,"<span class=""chemical"">clozapine</span>",D012559,"<span class=""disease"">schizophrenia</span>","The observations which support the idea that D4 might serve as a target for <span class=""chemical"">clozapine</span> have significantly modified and extended our understanding of mechanisms underlying atypical antipsychotic treatment of <span class=""disease"">schizophrenia</span>, as well as the dopamine hypothesis for <span class=""disease"">schizophrenia</span>.",,9278187,9278187_D003024_D012559,9278187_12,bcv_sentence_task_befree_864,,
1418,770956792,False,finalized,5,8/14/15 22:01,"



",no_relation,1.0,,D009020,"<span class=""chemical"">morphine</span>",D001008,"<span class=""disease"">anxiety</span>","There was no difference in pain intensity after the initial assessment, <span class=""chemical"">morphine</span> usage, mood, <span class=""disease"">anxiety</span>, and depression at any other measurement period.",,9338905,9338905_D009020_D001008,9338905_9,bcv_sentence_task_befree_865,,
1419,770956793,False,finalized,5,8/14/15 20:43,"



",no_relation,1.0,,D009020,"<span class=""chemical"">morphine</span>",D010146,"<span class=""disease"">pain</span>","There was no difference in <span class=""disease"">pain</span> intensity after the initial assessment, <span class=""chemical"">morphine</span> usage, mood, anxiety, and depression at any other measurement period.",,9338905,9338905_D009020_D010146,9338905_9,bcv_sentence_task_befree_866,,
1420,770956794,False,finalized,5,8/14/15 22:23,"



",no_relation,1.0,,D009020,"<span class=""chemical"">morphine</span>",D003866,"<span class=""disease"">depression</span>","There was no difference in pain intensity after the initial assessment, <span class=""chemical"">morphine</span> usage, mood, anxiety, and <span class=""disease"">depression</span> at any other measurement period.",,9338905,9338905_D009020_D003866,9338905_9,bcv_sentence_task_befree_867,,
1421,770956795,False,finalized,5,8/14/15 22:26,"



",no_relation,1.0,,D002129,"<span class=""chemical"">calcium oxalate</span>",D000138,"<span class=""disease"">acidosis</span>","Ingestion of ethylene glycol, either accidentally or in a suicide attempt, is characterized by severe <span class=""disease"">acidosis</span>, <span class=""chemical"">calcium oxalate</span> crystal formation and deposition, and a wide variety of end organ effects that may be fatal.",,9348055,9348055_D002129_D000138,9348055_2,bcv_sentence_task_befree_868,,
1422,770956796,False,finalized,5,8/15/15 2:31,"



",yes_direct,1.0,,D019855,"<span class=""chemical"">ethylene glycol</span>",D000138,"<span class=""disease"">acidosis</span>","Ingestion of <span class=""chemical"">ethylene glycol</span>, either accidentally or in a suicide attempt, is characterized by severe <span class=""disease"">acidosis</span>, calcium oxalate crystal formation and deposition, and a wide variety of end organ effects that may be fatal.",,9348055,9348055_D019855_D000138,9348055_2,bcv_sentence_task_befree_869,,
1423,770956797,False,finalized,5,8/14/15 22:26,"



",no_relation,0.5816,,D019855,"<span class=""chemical"">ethylene glycol</span>",D064420,"<span class=""disease"">toxicity</span>","A comprehensive review of the literature on the pathology and pathophysiology of <span class=""chemical"">ethylene glycol</span> <span class=""disease"">toxicity</span> on each organ system is provided, along with information on diagnosis and current treatment recommendations.",,9348055,9348055_D019855_D064420,9348055_4,bcv_sentence_task_befree_870,,
1424,770956798,False,finalized,5,8/15/15 1:26,"



",no_relation,1.0,,D003401,"<span class=""chemical"">creatine</span>",D009203,"<span class=""disease"">myocardial infarction</span>","By measuring <span class=""chemical"">creatine</span> kinase (CK) MB levels preoperatively, at entry to the intensive care unit (ICU), and every 12 h for 48 h; and by obtaining serial 12-lead electrocardiograms (ECG) (preoperatively; 2, 4, 12, 24, and 48 h after ICU admission, 8:00 AM the morning after surgery; and 5 min pre- and postextubation), <span class=""disease"">myocardial infarction</span> was identified.",,9356086,9356086_D003401_D009203,9356086_6,bcv_sentence_task_befree_871,,
1425,770956799,False,finalized,5,8/14/15 21:47,"



",yes_direct,0.5896,,D015742,"<span class=""chemical"">propofol</span>",D017202,"<span class=""disease"">myocardial ischemia</span>","This randomized study of patients after coronary artery bypass surgery examined whether light (versus heavy) sedation with <span class=""chemical"">propofol</span> in the intensive care unit was associated with an increased degree of <span class=""disease"">myocardial ischemia</span>.",,9356086,9356086_D015742_D017202,9356086_16,bcv_sentence_task_befree_872,,
1426,770956800,False,finalized,5,8/14/15 23:00,"



",no_relation,1.0,,D005996,"<span class=""chemical"">glyceryl trinitrate</span>",D005401,"<span class=""disease"">chronic anal fissure</span>","A sample of 24 consecutive patients with <span class=""disease"">chronic anal fissure</span> was randomly allocated to treatment with sphincterotomy or local <span class=""chemical"">glyceryl trinitrate</span>.",,9369106,9369106_D005996_D005401,9369106_2,bcv_sentence_task_befree_873,,
1427,770956801,False,finalized,5,8/15/15 1:39,"



",no_relation,1.0,,D005996,"<span class=""chemical"">glyceryl trinitrate</span>",D005401,"<span class=""disease"">chronic anal fissure</span>","Local application of <span class=""chemical"">glyceryl trinitrate</span> can avoid surgery in more than 80 percent of patients with <span class=""disease"">chronic anal fissure</span>.",,9369106,9369106_D005996_D005401,9369106_6,bcv_sentence_task_befree_874,,
1428,770956802,False,finalized,5,8/15/15 0:34,"



",no_relation,0.7917,,D017258,"<span class=""chemical"">medroxyprogesterone acetate</span>",D009336,"<span class=""disease"">necrosis</span>","Effect of high-dose <span class=""chemical"">medroxyprogesterone acetate</span> on tumor <span class=""disease"">necrosis</span> factor-alpha release in patients with chemotherapy-induced neutropenia.",,9373794,9373794_D017258_D009336,9373794_0,bcv_sentence_task_befree_875,,
1429,770956803,False,finalized,5,8/15/15 2:12,"



",no_relation,0.8324,,D017258,"<span class=""chemical"">medroxyprogesterone acetate</span>",D009369,"<span class=""disease"">tumor</span>","Effect of high-dose <span class=""chemical"">medroxyprogesterone acetate</span> on <span class=""disease"">tumor</span> necrosis factor-alpha release in patients with chemotherapy-induced neutropenia.",,9373794,9373794_D017258_D009369,9373794_0,bcv_sentence_task_befree_876,,
1430,770956804,False,finalized,5,8/15/15 1:46,"



",no_relation,1.0,,D017258,"<span class=""chemical"">medroxyprogesterone acetate</span>",D009503,"<span class=""disease"">neutropenia</span>","Effect of high-dose <span class=""chemical"">medroxyprogesterone acetate</span> on tumor necrosis factor-alpha release in patients with chemotherapy-induced <span class=""disease"">neutropenia</span>.",,9373794,9373794_D017258_D009503,9373794_0,bcv_sentence_task_befree_877,,
1431,770956805,False,finalized,5,8/14/15 20:40,"



",no_relation,1.0,,D017258,"<span class=""chemical"">medroxyprogesterone acetate/MPA</span>",D009336,"<span class=""disease"">necrosis</span>","The aim of the study was to investigate the effects of high-dose <span class=""chemical"">medroxyprogesterone acetate</span> (<span class=""chemical"">MPA</span>) on the tumor <span class=""disease"">necrosis</span> factor-alpha (TNF-alpha) release in patients with chemotherapy-induced neutropenia.",,9373794,9373794_D017258_D009336,9373794_1,bcv_sentence_task_befree_878,,
1432,770956806,False,finalized,5,8/15/15 2:10,"



",no_relation,1.0,,D017258,"<span class=""chemical"">medroxyprogesterone acetate/MPA</span>",D009369,"<span class=""disease"">tumor</span>","The aim of the study was to investigate the effects of high-dose <span class=""chemical"">medroxyprogesterone acetate</span> (<span class=""chemical"">MPA</span>) on the <span class=""disease"">tumor</span> necrosis factor-alpha (TNF-alpha) release in patients with chemotherapy-induced neutropenia.",,9373794,9373794_D017258_D009369,9373794_1,bcv_sentence_task_befree_879,,
1433,770956807,False,finalized,5,8/15/15 2:33,"



",no_relation,0.8087,,D017258,"<span class=""chemical"">medroxyprogesterone acetate/MPA</span>",D009503,"<span class=""disease"">neutropenia</span>","The aim of the study was to investigate the effects of high-dose <span class=""chemical"">medroxyprogesterone acetate</span> (<span class=""chemical"">MPA</span>) on the tumor necrosis factor-alpha (TNF-alpha) release in patients with chemotherapy-induced <span class=""disease"">neutropenia</span>.",,9373794,9373794_D017258_D009503,9373794_1,bcv_sentence_task_befree_880,,
1434,770956808,False,finalized,5,8/14/15 23:49,"



",no_relation,1.0,,D005664,"<span class=""chemical"">furazolidone</span>",D000163,"<span class=""disease"">AIDS</span>","Enterocytozoon bieneusi in <span class=""disease"">AIDS</span>: symptomatic relief and parasite changes after <span class=""chemical"">furazolidone</span>.",,9378811,9378811_D005664_D000163,9378811_0,bcv_sentence_task_befree_881,,
1435,770956809,False,finalized,5,8/14/15 20:40,"



",no_relation,1.0,,D005664,"<span class=""chemical"">furazolidone</span>",D000163,"<span class=""disease"">AIDS</span>","To investigate changes in morphology of the developmental stages of Enterocytozoon bieneusi and symptomatic relief observed in <span class=""disease"">AIDS</span> patients after treatment with <span class=""chemical"">furazolidone</span>.",,9378811,9378811_D005664_D000163,9378811_1,bcv_sentence_task_befree_882,,
1436,770956810,False,finalized,5,8/15/15 2:14,"



",no_relation,1.0,,D005664,"<span class=""chemical"">furazolidone</span>",D000163,"<span class=""disease"">AIDS</span>","Six <span class=""disease"">AIDS</span> patients with symptomatic E bieneusi infection of the small intestine were treated with a course of <span class=""chemical"">furazolidone</span>.",,9378811,9378811_D005664_D000163,9378811_2,bcv_sentence_task_befree_883,,
1437,770956811,False,finalized,5,8/14/15 22:20,"



",no_relation,1.0,,D005664,"<span class=""chemical"">furazolidone</span>",D007410,"<span class=""disease"">intestinal infection</span>","The clinical benefit seen after treatment with <span class=""chemical"">furazolidone</span> in six AIDS patients with E bieneusi <span class=""disease"">intestinal infection</span> may be due to damage to the developmental stages causing a partial inhibition to reproduction of the parasite.",,9378811,9378811_D005664_D007410,9378811_7,bcv_sentence_task_befree_884,,
1438,770956812,False,finalized,5,8/14/15 22:24,"



",no_relation,1.0,,D005664,"<span class=""chemical"">furazolidone</span>",D000163,"<span class=""disease"">AIDS</span>","The clinical benefit seen after treatment with <span class=""chemical"">furazolidone</span> in six <span class=""disease"">AIDS</span> patients with E bieneusi intestinal infection may be due to damage to the developmental stages causing a partial inhibition to reproduction of the parasite.",,9378811,9378811_D005664_D000163,9378811_7,bcv_sentence_task_befree_885,,
1439,770956813,False,finalized,5,8/14/15 20:36,"



",no_relation,0.6201,,D005557,"<span class=""chemical"">formaldehyde</span>",D009369,"<span class=""disease"">tumor</span>","Data for one of the most extensively studied chemicals, the weakly genotoxic carcinogen <span class=""chemical"">formaldehyde</span>, support the contention that the concentration-response relationship for <span class=""disease"">tumor</span> incidence is a function of <span class=""chemical"">formaldehyde</span>-induced target cell proliferation, in addition to other factors including target cell population size.",,9385388,9385388_D005557_D009369,9385388_4,bcv_sentence_task_befree_886,,
1440,770956814,False,finalized,5,8/14/15 22:35,"



",no_relation,0.6076,,D007200,"<span class=""chemical"">Indoxyl sulfate</span>",D051437,"<span class=""disease"">renal failure</span>","<span class=""chemical"">Indoxyl sulfate</span> and progression of <span class=""disease"">renal failure</span>: effects of a low-protein diet and oral sorbent on <span class=""chemical"">indoxyl sulfate</span> production in uremic rats and undialyzed uremic patients.",,9387112,9387112_D007200_D051437,9387112_0,bcv_sentence_task_befree_887,,
1441,770956815,False,finalized,5,8/14/15 20:41,"



",yes_direct,0.8122,,D007200,"<span class=""chemical"">indoxyl sulfate</span>",D007673,"<span class=""disease"">glomerular sclerosis</span>","We have previously demonstrated that <span class=""chemical"">indoxyl sulfate</span> is a stimulating factor for the progression of <span class=""disease"">glomerular sclerosis</span> in uremic rats.",,9387112,9387112_D007200_D007673,9387112_1,bcv_sentence_task_befree_888,,
1442,770956816,False,finalized,5,8/15/15 1:06,"



",no_relation,0.7904,,D007200,"<span class=""chemical"">indoxyl sulfate</span>",D007673,"<span class=""disease"">glomerular sclerosis</span>","In conclusion, a low-protein diet or AST-120 reduced the serum and urine levels of <span class=""chemical"">indoxyl sulfate</span>, a stimulating factor for <span class=""disease"">glomerular sclerosis</span>, in both uremic rats and undialyzed uremic patients.",,9387112,9387112_D007200_D007673,9387112_8,bcv_sentence_task_befree_889,,
1443,770956817,False,finalized,5,8/15/15 0:38,"



",no_relation,1.0,,D002045,"<span class=""chemical"">bupivacaine</span>",D007021,"<span class=""disease"">hypospadias</span>","Ninety boys, aged 13-53 months, undergoing repair of <span class=""disease"">hypospadias</span>, were allocated randomly to receive 0.8 ml kg-1 of one of three solutions into the caudal extradural space: group B received <span class=""chemical"">bupivacaine</span> 2 mg kg-1, group T received tramadol 2 mg kg-1 in 0.9% saline and group BT a mixture of both.",,9389843,9389843_D002045_D007021,9389843_1,bcv_sentence_task_befree_890,,
1444,770956818,False,finalized,5,8/15/15 1:51,"



",no_relation,1.0,,D014147,"<span class=""chemical"">tramadol</span>",D007021,"<span class=""disease"">hypospadias</span>","Ninety boys, aged 13-53 months, undergoing repair of <span class=""disease"">hypospadias</span>, were allocated randomly to receive 0.8 ml kg-1 of one of three solutions into the caudal extradural space: group B received bupivacaine 2 mg kg-1, group T received <span class=""chemical"">tramadol</span> 2 mg kg-1 in 0.9% saline and group BT a mixture of both.",,9389843,9389843_D014147_D007021,9389843_1,bcv_sentence_task_befree_891,,
1445,770956819,False,finalized,5,8/14/15 21:52,"



",no_relation,0.6173,,D016559,"<span class=""chemical"">FK506</span>",D006259,"<span class=""disease"">sciatic-nerve crush injury</span>","This review focuses on studies showing that systemic administration of <span class=""chemical"">FK506</span> dose-dependently speeds nerve regeneration and functional recovery in rats following a <span class=""disease"">sciatic-nerve crush injury</span>.",,9457703,9457703_D016559_D006259,9457703_7,bcv_sentence_task_befree_892,,
1446,770956820,False,finalized,5,8/14/15 20:36,"



",no_relation,0.8066,,D014640,"<span class=""chemical"">vancomycin</span>",D007239,"<span class=""disease"">infection</span>","In order to determine the extent of <span class=""chemical"">vancomycin</span> resistant enterococcus (VRE) colonisation within a paediatric oncology unit, the risk factors for the acquisition of the organism, the molecular epidemiology of the isolates and the impact of <span class=""disease"">infection</span> control measures, extensive patient and environmental surveillance was undertaken with identification, antibiotic susceptibility testing and pulsed-field gel electrophoresis (PFGE) of all VRE isolates.",,9461358,9461358_D014640_D007239,9461358_1,bcv_sentence_task_befree_893,,
