id,zipcode,lot-len,lot-width,lot-area,house-area,garden-size,balcony,x-coor,y-coor,buildyear,bathrooms,taxvalue,retailvalue,energy-eff,monument
231630,3528,11.5,8.4,96.6,189,12.6,1,2153,5415,1963,2,833000,1066000,1,1
231789,3800,19.1,8.1,154.7,182.25,65.6,1,2911,5419,1964,2,853000,976000,1,1
231797,3800,19.6,10.1,198,136.35,86.9,2,2964,5415,1967,1,704000,815000,0,1
231857,3528,12.6,8.6,108.4,116.1,8.6,0,2257,5453,1969,1,551000,729000,0,0
231941,3800,17.1,8.7,148.8,195.75,53.1,1,2713,5463,1968,2,902000,1079000,1,1
232027,3525,11,8.4,92.4,113.4,16.8,2,2100,5514,1975,1,528000,675000,0,0
232224,3525,11.2,8.7,97.4,195.75,10.4,2,2119,5550,1973,2,861000,1059000,1,1
233225,3525,11.2,6.5,72.8,87.75,7.8,0,2119,5802,2001,1,409000,480000,1,0
233493,3525,14.6,8,116.8,180,20.8,1,2464,5866,2001,1,813000,911000,0,0
233618,3525,10.6,7.1,75.3,159.75,7.1,0,2063,5915,2012,2,699000,771000,1,0
233713,3500,15.7,7.2,113,97.2,33.8,1,2565,5918,2011,1,479000,533000,1,0
233715,3500,15.6,8.1,126.4,145.8,29.2,1,2557,5913,2010,1,684000,755000,1,0
233734,3500,16.6,7.1,117.9,159.75,32.7,1,2658,5910,2007,2,733000,792000,1,0
233994,3500,19.6,6.6,129.4,118.8,56.8,2,2957,5964,2012,1,579000,580000,1,0
240068,3528,13.2,5.7,75.2,128.25,23.9,2,2319,5013,1921,2,573000,774000,1,1
240086,3528,14.1,5.8,81.8,78.3,18,1,2406,5010,1924,1,379000,527000,1,1
240129,3800,16.1,6.1,98.2,82.35,25,1,2608,5009,1931,1,408000,541000,1,1
240187,3800,19.2,5,96,112.5,36,2,2919,5008,1923,1,527000,615000,0,1
240359,3800,17.5,5.4,94.5,121.5,29.7,2,2754,5062,1936,1,562000,689000,0,1
240506,3800,15.1,6.8,102.7,153,27.9,2,2506,5105,1940,2,694000,907000,1,1
240639,3528,11.7,6.9,80.7,155.25,18.6,1,2167,5150,1941,2,686000,939000,1,1
240736,3800,16.6,6.1,101.3,82.35,40.3,1,2662,5161,1943,1,410000,537000,1,1
240834,3528,11.5,5.3,61,119.25,5.3,0,2152,5201,1947,1,526000,710000,0,0
240952,3800,17.6,7,123.2,126,46.2,2,2759,5212,1946,2,603000,747000,1,1
241400,3528,10.1,10.5,106.1,141.75,10.5,2,2006,5363,1963,2,652000,854000,1,0
241520,3800,16.1,10.7,172.3,192.6,76,1,2613,5357,1960,1,908000,1149000,0,1
241659,3528,12.6,9.9,124.7,178.2,9.9,0,2255,5409,1959,2,813000,1063000,1,1
241663,3528,13.2,10.6,139.9,190.8,23.3,1,2316,5406,1963,1,875000,1145000,0,1
241794,3800,19.7,10,197,225,87,2,2965,5403,1958,1,1058000,1194000,0,1
241839,3528,11.6,9.3,107.9,167.4,9.3,0,2156,5465,1966,2,756000,968000,1,1
241968,3800,18.1,8.4,152,189,76.4,1,2814,5462,1970,2,878000,1025000,1,1
242099,3525,14.6,9.1,132.9,122.85,41.9,2,2456,5501,1969,1,598000,771000,0,0
242285,3525,14,9,126,202.5,27,2,2402,5568,1973,2,911000,1117000,1,1
242434,3525,11.5,9.6,110.4,216,9.6,0,2153,5616,1984,2,952000,1153000,1,0
242450,3525,12.6,8.4,105.8,151.2,8.4,0,2256,5603,1984,2,689000,853000,1,0
242754,3500,17.6,8,140.8,180,60.8,1,2764,5661,1982,2,833000,944000,1,0
242825,3525,11.1,8.6,95.5,116.1,8.6,0,2107,5703,1985,1,541000,654000,0,0
243373,3500,18.6,7.3,135.8,98.55,62.8,1,2864,5813,1997,1,503000,546000,0,0
243918,3500,15.6,8,124.8,180,36.8,2,2564,5965,2014,2,820000,882000,1,0
250081,3528,14,6.1,85.4,137.25,30.5,1,2400,5017,1925,2,617000,823000,1,1
250170,3800,18.5,6.1,112.9,137.25,39.7,1,2851,5007,1922,2,639000,761000,1,1
250265,3528,13,6.6,85.8,148.5,6.6,0,2304,5067,1934,2,663000,903000,1,1
250313,3800,15.7,6,94.2,108,22.2,1,2569,5054,1934,1,507000,664000,0,1
250324,3800,16.1,6.8,109.5,122.4,48.3,2,2607,5053,1935,2,577000,748000,1,1
250404,3528,10.1,6.8,68.7,153,7.5,0,2014,5118,1940,2,667000,876000,1,1
250408,3528,10.2,6.2,63.2,111.6,6.2,0,2016,5105,1937,1,497000,663000,0,1
250718,3800,15.6,5.5,85.8,123.75,30.8,1,2557,5155,1937,2,564000,727000,1,1
250818,3528,10.7,5.7,61,102.6,9.7,0,2067,5202,1941,1,459000,618000,0,0
250841,3528,12.1,6.4,77.4,86.4,19.8,1,2210,5209,1944,1,408000,578000,1,0
251104,3800,15.2,6.3,95.8,141.75,39.1,1,2517,5253,1943,2,644000,831000,1,1
251145,3800,17.2,5.5,94.6,99,45.1,1,2717,5255,1951,1,472000,590000,0,0
251298,3528,14.7,8.7,127.9,117.45,49.6,1,2469,5315,1956,1,572000,770000,0,1
251308,3800,15.2,5.5,83.6,99,34.1,1,2518,5312,1948,1,463000,602000,0,0
251435,3528,11.6,8,92.8,108,12.8,1,2162,5352,1958,1,506000,685000,0,0
251615,3528,10.6,9.1,96.5,204.75,9.1,0,2055,5402,1958,1,896000,1136000,0,1
252078,3525,13.5,8.5,114.8,153,21.3,1,2352,5513,1967,1,704000,892000,0,0
252109,3800,15.2,9.7,147.4,130.95,31,1,2518,5516,1972,1,642000,817000,0,0
252161,3800,18.2,10.1,183.8,227.25,62.6,1,2816,5504,1973,2,1056000,1224000,1,1
252382,3800,19.1,10.4,198.6,140.4,73.8,2,2914,5555,1977,2,720000,826000,1,1
252421,3525,11,10.2,112.2,137.7,10.2,1,2100,5604,1977,1,641000,798000,0,0
252735,3500,16.6,10.2,169.3,137.7,57.1,1,2661,5664,1983,1,686000,817000,0,0
252738,3500,16.5,10.3,170,185.4,46.4,1,2650,5653,1984,2,878000,1032000,1,1
252976,3500,18.7,10.4,194.5,187.2,69.7,2,2868,5700,1988,2,904000,1001000,1,1
253006,3525,10.1,7.3,73.7,98.55,7.3,0,2012,5760,1997,1,453000,532000,0,0
253643,3525,12,8.4,100.8,151.2,25.2,2,2203,5907,2002,1,685000,769000,0,0
253807,3525,10.2,7.3,74.5,98.55,7.3,0,2017,5967,2014,1,454000,498000,1,0
260140,3800,17.1,5.7,97.5,102.6,40.5,2,2713,5001,1922,1,488000,614000,0,1
260622,3528,11.2,5.3,59.4,119.25,6.4,0,2115,5163,1935,1,525000,708000,0,1
260644,3528,12.1,7,84.7,157.5,21.7,1,2214,5150,1937,2,698000,960000,1,1
260907,3800,15.1,5.1,77,91.8,20.9,1,2508,5216,1946,1,429000,567000,0,0
261245,3528,12.1,6.7,81.1,120.6,14.1,1,2205,5303,1954,2,547000,736000,1,0
261367,3800,18.1,6.7,121.3,120.6,47.6,1,2805,5316,1953,2,579000,702000,1,1
261542,3800,17,6.9,117.3,124.2,55.2,1,2700,5365,1953,1,591000,731000,0,1
261575,3800,18.6,8.2,152.5,184.5,62.3,1,2855,5367,1959,2,860000,1008000,1,1
262521,3500,16.1,8.9,143.3,120.15,36.5,1,2605,5619,1979,2,595000,726000,1,0
262605,3525,10.2,8.6,87.7,154.8,8.6,0,2019,5657,1987,2,689000,823000,1,0
262608,3525,10,8.9,89,160.2,8.9,0,2002,5661,1986,1,712000,847000,0,0
262657,3525,12.6,10.2,128.5,183.6,26.5,2,2262,5657,1984,1,837000,1018000,0,0
262710,3500,15.5,10.2,158.1,137.7,56.1,1,2552,5652,1980,1,677000,825000,0,0
262714,3500,15.5,8.1,125.6,109.35,28.4,2,2554,5660,1986,1,538000,653000,0,0
263020,3525,11.1,8.9,98.8,160.2,8.9,0,2108,5756,1989,1,720000,843000,0,0
263205,3525,10.1,7,70.7,157.5,7.7,0,2005,5814,2004,2,687000,776000,1,0
263342,3500,17.1,7.3,124.8,98.55,51.8,1,2709,5818,2003,1,494000,556000,0,0
263356,3500,17.6,6.6,116.2,148.5,43.6,2,2763,5808,2000,1,687000,750000,0,0
263750,3500,17.5,7.1,124.3,95.85,46.2,1,2753,5913,2003,1,483000,521000,0,0
270091,3528,14.5,7,101.5,157.5,38.5,2,2451,5009,1929,1,711000,937000,0,1
270669,3528,13.2,6.1,80.5,137.25,7.3,0,2317,5152,1939,1,613000,833000,0,1
270686,3528,14.2,6.6,93.7,118.8,27.7,1,2416,5157,1937,1,550000,746000,0,1
270783,3800,19.2,6.5,124.8,146.25,59.8,1,2915,5163,1939,2,685000,801000,1,1
271226,3528,11.1,5.9,65.5,132.75,5.9,0,2107,5313,1952,1,583000,762000,0,0
271504,3800,15.1,9.9,149.5,133.65,50.5,1,2511,5354,1959,2,654000,867000,1,1
271550,3800,17.5,9.4,164.5,211.5,61.1,2,2753,5363,1960,2,978000,1177000,1,1
271877,3528,13.6,10.3,140.1,139.05,47.4,1,2363,5452,1968,2,668000,881000,1,1
271928,3800,16,9.3,148.8,125.55,55.8,2,2601,5468,1971,1,621000,789000,0,0
272116,3800,15.6,8.8,137.3,158.4,49.3,2,2557,5502,1972,2,743000,923000,1,1
272442,3525,12.1,9.3,112.5,167.4,9.3,0,2205,5601,1983,1,760000,939000,0,0
272536,3500,16.6,10,166,135,66,2,2659,5615,1985,2,673000,813000,1,0
272773,3500,18.6,9.6,178.6,129.6,73,2,2858,5652,1982,2,661000,753000,1,0
272785,3500,19.1,10.4,198.6,234,73.8,1,2906,5652,1980,1,1095000,1203000,0,1
272829,3525,11,8,88,180,8,0,2102,5719,1992,2,790000,926000,1,0
272955,3500,17.6,8.3,146.1,186.75,71.4,1,2757,5710,1995,2,864000,970000,1,0
273092,3525,14.6,8,116.8,144,36.8,2,2458,5759,1993,1,669000,783000,0,0
273152,3500,17.6,7.3,128.5,164.25,48.2,2,2762,5752,1991,2,760000,843000,1,0
273201,3525,10.2,8.5,86.7,153,10.2,1,2016,5801,1995,2,681000,780000,1,0
273378,3500,18.7,6.6,123.4,148.5,64,1,2865,5817,2003,2,693000,738000,1,0
273409,3525,10.2,8.3,84.7,149.4,10,2,2018,5857,2000,1,665000,749000,0,0
273499,3525,14.6,8.1,118.3,109.35,37.3,2,2460,5860,2005,1,532000,611000,0,0
273612,3525,10.6,6.6,70,118.8,6.6,0,2060,5917,2004,1,531000,589000,0,0
273649,3525,12.1,8.1,98,182.25,8.9,0,2211,5908,2008,2,807000,899000,1,0
273705,3500,15,8,120,144,24,1,2501,5908,2011,1,672000,747000,1,0
280260,3528,13.2,5.4,71.3,97.2,17.3,1,2317,5063,1935,1,446000,618000,0,1
280454,3528,12.7,6.2,78.7,139.5,22.9,1,2268,5111,1930,1,621000,854000,0,1
280455,3528,12.7,5.9,74.9,79.65,5.9,0,2268,5106,1931,1,379000,545000,1,1
280938,3800,16.7,6.4,106.9,86.4,36.5,1,2669,5211,1943,1,431000,561000,1,1
281429,3528,11,9.1,100.1,204.75,9.1,0,2101,5352,1962,1,899000,1162000,0,1
281497,3528,14.6,5.8,84.7,130.5,26.7,1,2457,5357,1954,1,590000,757000,0,0
282046,3525,12.1,9,108.9,162,9,0,2205,5518,1975,2,735000,931000,1,0
282108,3800,15.2,8.8,133.8,158.4,28.2,1,2519,5504,1972,1,741000,925000,0,1
282110,3800,15.7,10.4,163.3,187.2,69.7,2,2568,5517,1970,2,879000,1086000,1,1
282146,3800,17.1,8.1,138.5,145.8,57.5,2,2711,5509,1969,2,694000,834000,1,1
282243,3525,12.1,10.8,130.7,145.8,22.7,1,2211,5550,1978,2,688000,881000,1,0
282256,3525,12.6,8.6,108.4,193.5,22.4,2,2255,5562,1979,2,861000,1063000,1,0
282519,3800,15.7,10.1,158.6,136.35,47.5,1,2568,5605,1975,2,672000,828000,1,0
282724,3500,16.1,10.7,172.3,144.45,43.9,1,2612,5655,1986,1,716000,862000,0,0
282729,3500,16.1,11,177.1,148.5,45.1,1,2612,5665,1985,2,736000,884000,1,0
283145,3500,17,8.1,137.7,182.25,40.5,2,2702,5763,1993,2,839000,939000,1,0
283323,3500,16,7,112,126,49,2,2603,5806,2002,1,594000,673000,0,0
283714,3500,15.5,7.4,114.7,99.9,48.1,1,2554,5916,2004,1,491000,548000,0,0
290333,3800,16.5,7,115.5,157.5,31.5,2,2653,5061,1936,2,722000,910000,1,1
290563,3800,18.1,6.2,112.2,139.5,37.8,2,2811,5106,1931,2,648000,782000,1,1
290737,3800,16.6,6.1,101.3,82.35,34.2,1,2656,5155,1938,1,410000,538000,1,1
290775,3800,18.6,6.7,124.6,90.45,64.3,1,2858,5160,1942,1,461000,568000,1,1
291596,3800,19.6,8.4,164.6,113.4,63.8,2,2964,5358,1960,1,585000,683000,0,1
291611,3528,10.6,11,116.6,247.5,11,2,2060,5403,1959,2,1083000,1374000,1,1
292120,3800,16.1,8.6,138.5,116.1,35.3,2,2613,5511,1973,1,575000,721000,0,0
292295,3525,14.6,9.4,137.2,211.5,33.8,2,2464,5566,1979,1,956000,1166000,0,1
292318,3800,15.6,9.8,152.9,176.4,64.7,1,2560,5567,1974,1,828000,1011000,0,1
293343,3500,17.1,7.6,130,136.8,46.4,2,2712,5804,1999,2,651000,725000,1,0
293473,3525,13.7,7.2,98.6,162,33.8,2,2368,5861,2004,2,727000,820000,1,0
293665,3525,13.2,8.1,106.9,182.25,17.8,2,2319,5917,2013,2,815000,905000,1,0
300074,3528,13.7,5,68.5,112.5,18.5,1,2365,5004,1927,1,505000,676000,0,1
300242,3528,12.1,6.3,76.2,141.75,6.9,0,2207,5054,1929,1,628000,865000,0,1
300486,3528,14.1,6.1,86,82.35,31.1,1,2405,5115,1930,1,398000,557000,1,1
300708,3800,15.1,6.7,101.2,120.6,34.2,2,2509,5155,1938,1,563000,748000,0,1
300919,3800,15.7,5.3,83.2,71.55,24.9,1,2566,5209,1939,1,353000,472000,1,0
300956,3800,17.6,5,88,67.5,38,1,2763,5204,1940,1,340000,431000,1,0
301168,3800,18.1,6.3,114,85.05,44.7,1,2809,5259,1948,1,431000,536000,1,1
301349,3800,17.1,11,188.1,198,78.1,2,2714,5317,1955,1,942000,1171000,0,1
301607,3528,10,8.5,85,153,8.5,0,2000,5410,1960,2,680000,862000,1,0
301780,3800,19.1,10.6,202.5,238.5,75.3,2,2912,5411,1965,1,1116000,1279000,0,1
301809,3528,10.2,9.3,94.9,209.25,9.3,0,2015,5461,1972,2,913000,1134000,1,1
301810,3528,10.6,8.6,91.2,154.8,13.8,2,2062,5463,1972,1,692000,876000,0,0
301911,3800,15.5,8.4,130.2,151.2,54.6,2,2550,5452,1970,2,709000,892000,1,1
301983,3800,19,9.7,184.3,218.25,67.9,2,2904,5453,1964,1,1020000,1165000,0,1
302348,3800,17.1,10.7,183,144.45,65.3,2,2713,5564,1979,2,724000,876000,1,1
303256,3525,12.6,7.1,89.5,159.75,11.4,1,2256,5803,1993,2,711000,818000,1,0
303522,3500,16,7.8,124.8,140.4,39,2,2600,5867,2003,2,661000,736000,1,0
303606,3525,10.1,8.1,81.8,182.25,8.9,0,2005,5916,2013,1,794000,872000,1,0
303679,3525,13.5,6.7,90.5,150.75,16.8,1,2350,5902,2011,1,675000,753000,1,0
303742,3500,17.1,7.3,124.8,131.4,44.5,1,2711,5902,2007,2,625000,676000,1,0
303905,3500,15.1,7.9,119.3,106.65,32.4,2,2505,5954,2010,1,522000,578000,1,0
303914,3500,15.6,6.7,104.5,90.45,30.8,1,2559,5964,2013,1,445000,488000,1,0
310030,3528,11.5,5.2,59.8,93.6,5.2,0,2154,5013,1931,1,422000,582000,0,1
310122,3800,16.1,5.7,91.8,76.95,34.8,1,2613,5010,1930,1,381000,505000,1,1
310262,3528,13.1,6.1,79.9,82.35,18.9,1,2306,5069,1929,1,393000,562000,1,1
310366,3800,18.1,7,126.7,126,63.7,2,2812,5056,1929,2,605000,741000,1,1
310572,3800,18.5,6.2,114.7,83.7,52.7,1,2852,5113,1934,1,427000,527000,1,1
310590,3800,19.6,6.4,125.4,115.2,55,2,2963,5112,1936,1,561000,655000,0,1
310731,3800,16.6,6,99.6,135,33.6,1,2664,5161,1945,2,620000,778000,1,1
310812,3528,10.7,5.5,58.9,123.75,9.4,0,2068,5213,1945,1,542000,717000,0,1
310929,3800,16.2,5.9,95.6,132.75,36.6,2,2616,5217,1950,2,607000,770000,1,1
310982,3800,19,5.2,98.8,70.2,36.4,1,2903,5202,1942,1,360000,436000,1,1
311017,3528,10.7,5,53.5,67.5,5,0,2066,5255,1949,1,313000,426000,1,0
311117,3800,15.5,5.9,91.5,106.2,32.5,1,2554,5265,1953,1,498000,647000,0,0
311232,3528,11.6,6.9,80,155.25,17.9,1,2157,5302,1948,2,685000,903000,1,1
311887,3528,14.1,10.8,152.3,145.8,33.5,2,2408,5454,1969,1,705000,926000,0,1
311992,3800,19.7,9.6,189.1,129.6,102.7,2,2969,5465,1962,1,670000,768000,0,1
312271,3525,13.7,10.8,148,194.4,40,2,2367,5566,1975,1,896000,1118000,0,1
312326,3800,16,10.6,169.6,143.1,63.6,2,2600,5559,1981,1,708000,879000,0,0
312499,3525,14.6,10.2,148.9,137.7,36.7,1,2464,5614,1976,1,670000,834000,0,0
312617,3525,10.7,10.7,114.5,192.6,18.2,1,2065,5659,1981,2,862000,1035000,1,0
313008,3525,10.1,7.1,71.7,95.85,7.1,0,2012,5760,1990,1,441000,517000,0,0
313102,3500,15.1,8.1,122.3,182.25,41.3,1,2505,5750,1991,1,827000,955000,0,0
313334,3500,16.5,7.2,118.8,129.6,54,1,2650,5818,1997,2,613000,688000,1,0
313339,3500,16.7,6.6,110.2,89.1,37.6,1,2665,5803,2001,1,445000,507000,1,0
320123,3800,16.1,6.4,103,144,39,2,2611,5004,1920,1,658000,836000,0,1
320155,3800,17.7,6.2,109.7,139.5,53.9,2,2767,5014,1922,1,646000,788000,0,1
320213,3528,10.6,6.1,64.7,137.25,6.1,0,2061,5056,1933,1,601000,800000,0,1
320263,3528,13.1,7,91.7,126,21.7,2,2309,5050,1926,2,577000,800000,1,1
320507,3800,15.1,5.2,78.5,117,26.5,2,2509,5106,1938,1,531000,693000,0,1
320682,3528,14,5.1,71.4,68.85,25.5,1,2402,5156,1943,1,333000,465000,1,0
321144,3800,17.1,6.8,116.3,91.8,34.7,1,2705,5254,1949,1,460000,591000,0,1
321170,3800,18.6,5.1,94.9,114.75,49,2,2856,5268,1944,1,535000,633000,0,1
321587,3800,19.1,8.6,164.3,116.1,69.7,2,2913,5357,1961,1,596000,708000,0,1
321733,3800,16.6,9.3,154.4,125.55,61.4,2,2656,5411,1957,1,626000,795000,0,1
321840,3528,12.1,9.1,110.1,163.8,28.2,2,2208,5456,1965,2,743000,958000,1,1
321971,3800,18.6,9.3,173,209.25,61.4,2,2862,5456,1961,2,975000,1126000,1,1
322579,3800,18.6,8.3,154.4,149.4,79.7,1,2855,5612,1986,1,721000,818000,0,0
322810,3525,10.7,9.7,103.8,174.6,16.5,1,2068,5708,1989,2,781000,925000,1,0
322856,3525,12.6,6.6,83.2,89.1,6.6,0,2264,5708,1990,1,423000,515000,1,0
322958,3500,17.6,8.1,142.6,145.8,53.5,2,2764,5700,1989,2,697000,791000,1,0
323036,3525,11.5,10,115,135,10,2,2152,5764,1989,2,632000,752000,1,0
323103,3500,15.2,6.8,103.4,122.4,42.2,2,2517,5763,1994,1,572000,665000,0,0
323350,3500,17.6,6.9,121.4,155.25,52.4,2,2764,5818,1997,1,718000,782000,0,0
323531,3500,16.6,7.6,126.2,171,57.8,1,2657,5850,2006,1,785000,863000,1,0
323532,3500,16.6,6.9,114.5,155.25,31.7,2,2661,5854,1999,2,713000,782000,1,0
323604,3525,10.2,8,81.6,144,9.6,0,2015,5901,2012,2,641000,712000,1,0
323628,3525,11.1,7.3,81,98.55,7.3,0,2105,5909,2013,1,459000,518000,1,0
330112,3800,15.7,5.1,80.1,91.8,34.2,1,2566,5002,1926,1,431000,563000,0,1
330180,3800,19.2,6.5,124.8,87.75,59.8,1,2916,5010,1924,1,451000,544000,1,1
330282,3528,14.2,6.2,88,139.5,19.8,2,2415,5055,1930,1,628000,837000,0,1
330341,3800,17.1,6.3,107.7,85.05,38.4,1,2712,5055,1925,1,426000,550000,1,1
330543,3800,17.1,5.8,99.2,130.5,35.4,1,2708,5112,1935,2,601000,747000,1,1
330790,3800,19.5,5,97.5,112.5,42.5,1,2953,5165,1940,1,528000,610000,0,1
330870,3528,13.5,6.4,86.4,115.2,9.6,0,2350,5216,1946,1,530000,722000,0,1
331250,3528,12.6,5.8,73.1,130.5,20.9,1,2264,5305,1951,2,580000,768000,1,0
331268,3528,13.2,7,92.4,157.5,8.4,0,2315,5317,1954,2,704000,927000,1,1
331286,3528,14.1,6.5,91.7,117,33.2,1,2407,5306,1949,1,541000,719000,0,1
331704,3800,15.2,9.2,139.8,207,29.4,2,2516,5409,1962,1,940000,1182000,0,1
331841,3528,12.2,8.1,98.8,109.35,25.9,1,2217,5465,1970,1,516000,679000,0,0
331947,3800,17.1,8.3,141.9,149.4,67.2,1,2707,5451,1969,2,711000,866000,1,1
332331,3800,16.5,10.4,171.6,187.2,46.8,1,2653,5568,1981,2,886000,1064000,1,1
332412,3525,10.6,9.6,101.8,129.6,9.6,0,2059,5601,1985,1,600000,744000,0,0
332611,3525,10.6,10.2,108.1,137.7,10.2,1,2057,5651,1983,1,637000,779000,0,0
332783,3500,19.1,6.6,126.1,89.1,66.7,1,2910,5667,1991,1,457000,511000,1,0
332840,3525,12.1,7.7,93.2,173.25,8.5,0,2209,5703,1990,2,768000,909000,1,0
332929,3500,16.1,9.3,149.7,167.4,47.4,2,2613,5712,1986,2,789000,919000,1,0
332941,3500,17.1,8.8,150.5,198,44.9,1,2707,5705,1987,1,912000,1036000,0,1
333045,3525,12.2,7.1,86.6,95.85,7.1,0,2217,5753,1993,1,453000,543000,0,0
333186,3500,19.1,6.5,124.2,87.75,59.2,1,2907,5765,1998,1,450000,490000,1,0
333307,3500,15.1,6.9,104.2,155.25,35.2,2,2513,5807,2001,1,704000,800000,0,0
333415,3525,10.5,7.5,78.8,135,7.5,0,2052,5853,2007,1,603000,682000,1,0
333701,3500,15.2,7.1,107.9,159.75,22.7,2,2515,5905,2010,1,725000,799000,1,0
333853,3525,12.7,8.1,102.9,145.8,8.1,0,2267,5955,2016,1,666000,736000,1,0
333862,3525,13,6.5,84.5,87.75,13,1,2302,5951,2007,1,419000,469000,1,0
340231,3528,11.6,5.4,62.6,72.9,14,1,2164,5069,1928,1,342000,491000,1,1
340991,3800,19.7,5.6,110.3,100.8,54.3,1,2969,5215,1944,1,491000,571000,0,1
341122,3800,16,5.8,92.8,130.5,23.2,2,2602,5266,1948,2,596000,754000,1,1
341951,3800,17.6,10.4,183,234,79,1,2762,5462,1967,1,1082000,1281000,0,1
341978,3800,18.6,10.1,187.9,136.35,86.9,2,2864,5469,1965,2,696000,825000,1,1
342120,3800,16.1,10.7,172.3,192.6,43.9,1,2608,5507,1973,1,908000,1117000,0,1
342168,3800,18.2,9.6,174.7,216,78.7,2,2817,5503,1966,2,1004000,1163000,1,1
342272,3525,13.6,10.7,145.5,240.75,17.1,1,2363,5562,1975,1,1079000,1330000,0,1
342993,3500,19.5,8.2,159.9,110.7,61.5,1,2952,5712,1994,1,571000,622000,0,0
343062,3525,13,8.3,107.9,186.75,8.3,0,2304,5761,1990,2,833000,971000,1,0
343387,3500,19,7.5,142.5,135,67.5,2,2904,5810,1997,2,654000,696000,1,0
343398,3500,19.5,7.2,140.4,97.2,68.4,1,2951,5809,1996,1,501000,531000,0,0
343683,3525,14.2,8.2,116.4,110.7,42.6,1,2417,5908,2012,1,536000,607000,1,0
343732,3500,16.5,6.5,107.3,146.25,48.8,1,2651,5907,2011,1,671000,726000,1,0
343971,3500,18.5,8.2,151.7,110.7,77.9,1,2853,5956,2008,1,564000,585000,1,0
350089,3528,14.1,5,70.5,90,10.5,1,2413,5015,1921,1,416000,563000,1,1
350191,3800,19.6,5.2,101.9,117,55.1,2,2961,5009,1926,1,550000,633000,0,1
350493,3528,14.7,6,88.2,108,34.2,1,2468,5112,1940,1,503000,675000,0,1
350548,3800,17.1,5.3,90.6,119.25,42.9,1,2706,5113,1939,1,549000,683000,0,1
350979,3800,18.6,6.4,119,86.4,48.6,1,2862,5201,1948,1,441000,541000,1,1
351039,3528,11.5,5,57.5,90,5,0,2151,5262,1946,1,406000,549000,1,0
351071,3528,13.7,6.8,93.2,153,18.4,2,2365,5260,1947,2,687000,910000,1,1
351156,3800,17.5,5.8,101.5,78.3,37.7,1,2752,5261,1952,1,394000,499000,1,0
351373,3800,18.5,6.6,122.1,118.8,56.1,1,2854,5316,1950,1,573000,684000,0,1
351873,3528,13.6,8.2,111.5,110.7,21.3,1,2356,5458,1965,1,532000,701000,0,0
352000,3525,10.1,9.7,98,174.6,9.7,0,2006,5514,1967,1,777000,962000,0,1
352035,3525,11.7,9.9,115.8,133.65,9.9,0,2167,5516,1971,1,627000,809000,0,0
352294,3525,14.6,10.7,156.2,144.45,59.9,2,2458,5565,1975,1,703000,889000,0,1
352402,3525,10,8,80,180,8,0,2000,5608,1982,2,784000,936000,1,0
352480,3525,14.1,8.2,115.6,110.7,33.6,2,2408,5606,1977,1,535000,672000,0,0
352877,3525,13.7,8.8,120.6,198,32.6,1,2367,5719,1988,1,888000,1047000,0,0
352902,3500,15.1,10.8,163.1,194.4,65.9,1,2507,5716,1988,1,908000,1072000,0,1
352953,3500,17.6,7.8,137.3,175.5,59.3,1,2759,5714,1992,1,812000,910000,0,0
353809,3525,10.2,6.8,69.4,122.4,6.8,0,2017,5969,2015,1,545000,593000,1,0
353854,3525,12.7,8.5,108,191.25,14.5,1,2267,5951,2009,1,851000,936000,1,0
353981,3500,19.2,6.5,124.8,87.75,59.8,1,2918,5968,2017,1,451000,458000,1,0
360144,3800,17,5.7,96.9,128.25,34.2,2,2702,5008,1924,2,591000,733000,1,1
360447,3528,12,5.5,66,123.75,5.5,0,2201,5112,1935,1,548000,761000,0,1
360627,3528,11,5.7,62.7,128.25,5.7,0,2104,5163,1940,1,563000,758000,0,1
360808,3528,10.1,5,50.5,67.5,5.5,0,2006,5215,1947,1,310000,419000,1,0
361115,3800,15.5,6.6,102.3,89.1,36.3,1,2552,5264,1949,1,438000,585000,1,0
361139,3800,16.6,6.3,104.6,141.75,47.9,1,2660,5256,1953,2,651000,812000,1,1
361210,3528,10.7,6.8,72.8,91.8,6.8,0,2068,5305,1950,1,425000,574000,0,0
361443,3528,12.1,5.8,70.2,130.5,5.8,0,2207,5354,1952,2,578000,755000,1,0
362059,3525,12.6,9.5,119.7,213.75,34.2,1,2260,5506,1975,2,951000,1193000,1,1
362066,3525,13.1,9.2,120.5,207,28.5,1,2312,5505,1966,1,924000,1159000,0,1
362075,3525,13.7,8.5,116.5,191.25,14.5,1,2368,5519,1971,1,858000,1069000,0,1
362101,3800,15.2,9.7,147.4,218.25,60.1,1,2515,5519,1968,2,991000,1216000,1,1
362225,3525,11.1,10.1,112.1,181.8,11.1,1,2111,5558,1971,2,817000,1014000,1,1
362238,3525,11.7,10.4,121.7,140.4,10.4,1,2166,5550,1973,1,659000,841000,0,0
362476,3525,13.6,8,108.8,180,20.8,1,2357,5603,1976,2,807000,983000,1,0
362810,3525,10.5,7.5,78.8,168.75,7.5,0,2054,5714,1994,1,738000,862000,0,0
362888,3525,14.1,8.2,115.6,110.7,17.2,1,2410,5708,1990,1,535000,650000,0,0
363430,3525,11.6,7.9,91.6,177.75,20.5,2,2160,5857,2004,2,784000,886000,1,0
363633,3525,11.6,7.8,90.5,140.4,20.3,2,2156,5917,2005,1,634000,708000,0,0
